ID,COMPONENT_ARBITRARY,ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOPTIMETHGLY,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V100,V40,ZN,Y_LABEL
TRAIN_03944,COMPONENT3,2402,2016,8,200,0,6,110,0,0,3044,0.0,0,1,14,,,,,,,39,,0.0,0.0,0,8,0,2,0,0,980,0,38,4206,0,7,1,,0,,,,,,,,,0,,64.4,1111,0
TRAIN_03945,COMPONENT3,1357,2008,4,375,0,1,0,2,0,17,0.0,1,4,9,,,,,,,190,,0.0,,1,5,2,3,0,1,1705,2,856,28315,2,13,1,,0,,,,,,,,,0,,143.5,26,0
TRAIN_03946,COMPONENT1,4192,2019,1,578,0,0,6,0,0,63,0.0,0,0,1,9.0,6.0,0.0,9.0,18.0,8.1,20,0.0,0.0,2.0,0,12,0,0,2,0,919,0,5,3902,0,3,0,0.5,0,,,,,,,,,0,13.4,96.7,1132,0
TRAIN_03947,COMPONENT3,2377,2015,4,200,0,4,1,0,0,61,0.0,0,0,0,,,,,,,28,,0.0,0.0,0,0,0,3,0,0,715,0,62,17590,0,2,0,,0,,,,,,,,,0,,133.6,21,0
TRAIN_03948,COMPONENT4,1413,2021,6,613,0,1,3,0,0,2986,0.0,0,0,0,,,,,,,9,,0.0,2.0,0,101,0,5,0,0,1008,0,5,4295,0,2,0,,0,,,,,,,,,0,,69.5,1065,0
TRAIN_03949,COMPONENT1,1362,2015,34,562,0,7,19,0,0,142,0.0,0,0,1,22.0,7.0,0.0,11.0,18.0,10.1,10,0.0,0.0,0.0,0,16,0,5,2,0,1111,2,16,6241,0,8,0,0.0,0,,,,,,,,,0,13.9,113.2,1264,0
TRAIN_03950,COMPONENT2,4024,2013,3,200,0,6,151,0,0,3166,0.0,0,1,12,,,,,,,5,,0.0,0.0,0,2,0,0,0,0,433,0,10,1081,0,3,0,,0,0.0,0.0,0.0,3.0,10.0,65.0,1790.0,6874.0,0,,44.0,624,0
TRAIN_03951,COMPONENT3,4204,2018,6,550,0,3,19,0,0,211,0.0,0,2,12,,,,,,,145,,0.0,0.0,0,8,3,2,4,0,1016,0,501,3600,0,8,0,,0,,,,,,,,,0,,61.7,1207,0
TRAIN_03952,COMPONENT1,1679,2008,18,550,1,0,16,0,0,90,0.0,0,0,1,15.0,7.0,1.0,10.0,22.0,9.4,15,0.0,0.0,,0,35,1,61,0,0,921,2,17,8399,0,9,0,0.2,0,,,,,,,,,0,,103.7,1097,0
TRAIN_03953,COMPONENT4,1410,2022,2,610,0,2,2,0,0,981,0.0,0,0,3,,,,,,,19,,0.0,0.0,0,826,0,40,29,0,964,0,12,2435,1,5,0,,0,,,,,,,,,0,,61.0,1131,0
TRAIN_03954,COMPONENT3,1685,2009,1,200,0,10,93,1,0,3154,0.0,0,3,1,,,,,,,136,,0.0,1.0,1,1,2,2,1,0,2800,0,186,31191,0,7,0,,0,,,,,,,,,0,,144.5,29,0
TRAIN_03955,COMPONENT3,3749,2009,5,200,0,0,0,0,0,4,0.0,0,12,215,,,,,,,772,,0.0,,0,0,11,0,0,7,248,0,705,10943,0,6,0,,0,,,,,,,,,0,,129.3,120,0
TRAIN_03956,COMPONENT1,6860,2012,3,200,0,2,4,0,0,47,0.0,0,1,1,8.0,6.0,0.0,10.0,17.0,7.7,10,0.0,0.0,0.0,0,23,0,2,0,0,1179,0,9,11640,0,3,0,0.2,0,,,,,,,,,0,13.1,90.6,1356,0
TRAIN_03957,COMPONENT2,2773,2012,10,200,0,1,1,0,0,226,0.0,0,0,10,,,,,,,3,,0.0,0.0,0,3,0,0,0,0,463,0,13,1264,0,1,0,,0,0.0,0.0,0.0,12.0,13.0,142.0,15997.0,38258.0,0,,44.8,700,0
TRAIN_03958,COMPONENT3,2443,2009,4,200,0,1,0,0,0,32,0.0,0,2,1,,,,,,,121,,0.0,7.0,2,2,1,0,7,0,964,0,871,18430,0,4,0,,0,,,,,,,,,0,,127.9,12,1
TRAIN_03959,COMPONENT1,2701,2010,3,200,0,0,5,0,0,58,0.0,0,5,21,38.0,15.0,1.0,16.0,29.0,5.2,282,0.0,0.0,23.0,0,22,3,159,40,1,876,19,21,7560,0,28,2,2.8,0,,,,,,,,,0,14.4,130.7,1077,1
TRAIN_03960,COMPONENT3,3448,2017,10,548,0,1,6,0,0,3607,0.0,0,2,7,,,,,,,177,,0.0,0.0,0,1,2,0,0,0,132,0,87,18480,0,5,0,,0,,,,,,,,,0,,150.5,12,0
TRAIN_03961,COMPONENT2,1721,2019,2,526,0,0,5,0,0,62,0.0,0,0,7,,,,,,,6,,0.0,,0,0,0,0,2,0,299,0,30,2393,3,9,0,,0,0.0,0.0,0.0,5.0,5.0,15.0,4434.0,39148.0,0,,45.3,358,0
TRAIN_03962,COMPONENT3,2094,2007,5,1294,0,1,1,1,0,181,,0,4,11,,,,,,,384,,0.0,0.0,0,18,5,6,3,1,1128,1,248,8024,1,17,1,,0,,,,,,,,,0,,53.9,1281,0
TRAIN_03963,COMPONENT1,5412,2022,9,471,0,5,90,0,0,3516,0.0,0,0,1,9.0,6.0,0.0,9.0,19.0,9.3,12,1.0,0.0,0.0,0,9,0,40,2,1,939,0,6,2997,6,6,0,0.9,0,,,,,,,,,0,13.2,101.1,1134,0
TRAIN_03964,COMPONENT2,5430,2014,6,200,0,4,2,0,0,80,0.0,0,1,31,,,,,,,12,,0.0,0.0,0,2,0,0,2,0,310,1,9,6410,0,6,0,,3,0.0,1.0,4.0,15.0,32.0,200.0,14287.0,40396.0,0,,61.7,384,0
TRAIN_03965,COMPONENT3,1709,2016,17,909,0,11,4,0,0,115,0.0,0,3,1,,,,,,,207,,0.0,0.0,0,2,4,0,6,0,510,0,337,17710,0,2,0,,0,,,,,,,,,0,,141.3,7,0
TRAIN_03966,COMPONENT3,4154,2016,6,200,0,0,0,0,0,62,0.0,0,1,5,,,,,,,63,,0.0,1.0,0,6,1,1,1,0,2055,0,33,26110,0,15,0,,0,,,,,,,,,0,,179.6,24,0
TRAIN_03967,COMPONENT1,4516,2018,9,375,0,3,2,0,0,1775,0.0,0,0,13,12.0,7.0,0.0,12.0,21.0,7.0,20,0.0,0.0,2.0,0,9,0,0,3,0,936,2,17,4483,0,9,0,0.9,0,,,,,,,,,0,12.7,93.1,1092,0
TRAIN_03968,COMPONENT1,3084,2011,6,200,0,2,4,0,0,384,,0,3,12,14.0,7.0,1.0,10.0,23.0,10.7,62,0.0,0.0,6.0,0,464,1,0,0,0,811,6,22,9597,0,6,2,1.0,0,,,,,,,,,0,,115.5,1021,0
TRAIN_03969,COMPONENT3,5027,2008,6,766,0,3,3,0,0,184,1.0,0,3,72,,,,,,,731,,0.0,,0,9,40,12,8,3,1194,1,934,10097,0,30,4,,0,,,,,,,,,0,,71.1,1338,1
TRAIN_03970,COMPONENT3,1690,2011,7,200,0,0,3,0,0,22,0.0,0,5,19,,,,,,,219,,0.1,1.0,0,1,3,0,2,0,737,0,37,19840,0,5,0,,0,,,,,,,,,0,,137.1,20,0
TRAIN_03971,COMPONENT3,1333,2012,27,352,0,2,5,0,0,17,0.0,0,4,3,,,,,,,330,,0.0,0.0,0,1,3,1,0,0,191,0,190,21226,0,2,0,,0,,,,,,,,,0,,201.3,7,0
TRAIN_03972,COMPONENT3,2415,2015,14,900,0,7,0,0,0,11,0.0,0,1,0,,,,,,,54,,0.0,2.0,0,1,0,0,3,0,529,0,275,19640,0,1,0,,0,,,,,,,,,0,,129.4,11,0
TRAIN_03973,COMPONENT1,3966,2011,14,403,0,7,199,0,0,2619,0.0,1,1,4,12.0,8.0,1.0,11.0,20.0,9.8,44,0.0,0.0,1.0,0,14,1,117,2,1,1075,3,10,7969,1,13,2,0.9,1,,,,,,,,,0,14.3,106.5,1325,0
TRAIN_03974,COMPONENT1,2449,2013,8,200,0,2,36,0,0,8,0.0,0,3,2,14.0,7.0,1.0,12.0,20.0,10.5,12,0.0,0.0,21.0,0,444,0,170,2,0,851,0,3,3717,0,12,2,1.0,0,,,,,,,,,0,15.2,129.5,1059,0
TRAIN_03975,COMPONENT1,1307,2014,6,507,0,0,20,0,0,145,0.0,0,1,2,8.0,5.0,0.0,9.0,17.0,8.2,18,0.0,0.0,4.0,0,90,0,4,3,0,1027,1,5,5162,0,5,4,0.1,0,,,,,,,,,0,13.4,97.9,1237,0
TRAIN_03976,COMPONENT3,1387,2014,6,200,0,0,21,0,0,144,0.0,0,3,12,,,,,,,253,,0.9,1.0,0,6,3,0,0,0,519,0,104,20010,0,10,0,,0,,,,,,,,,0,,147.3,26,0
TRAIN_03977,COMPONENT3,5391,2010,10,200,0,4,4,0,0,3034,0.0,1,5,35,,,,,,,205,,0.0,,0,29,4,1,0,2,568,1,255,19021,2,5,1,,0,,,,,,,,,1,,132.3,88,0
TRAIN_03978,COMPONENT1,2171,2010,12,200,0,4,23,0,0,3286,0.0,0,0,0,16.0,9.0,0.0,11.0,21.0,8.1,11,0.0,0.0,3.0,0,18,0,6,3,0,811,2,12,7063,0,3,0,1.1,0,,,,,,,,,0,13.5,95.0,998,0
TRAIN_03979,COMPONENT3,1339,2009,4,200,0,1,135,0,0,42,0.0,0,0,10,,,,,,,51,,0.0,2.0,0,0,0,0,0,0,237,0,33,19020,0,1,0,,0,,,,,,,,,0,,178.0,7,0
TRAIN_03980,COMPONENT1,2879,2022,4,377,0,2,22,0,0,3192,0.0,0,0,2,9.0,5.0,1.0,10.0,20.0,8.9,14,1.0,0.0,2.0,0,9,0,1,3,0,1123,0,5,4026,2,4,0,0.6,0,,,,,,,,,0,12.8,96.1,1074,0
TRAIN_03981,COMPONENT3,1399,2008,5,375,0,15,6,2,1,13,0.0,0,0,1,,,,,,,81,,0.0,,1,4,10,2,0,0,1799,0,797,28695,1,3,0,,0,,,,,,,,,0,,147.4,80,0
TRAIN_03982,COMPONENT3,1542,2010,7,200,0,6,208,0,0,2750,0.0,0,1,0,,,,,,,90,,0.0,0.0,0,1,0,0,1,0,219,0,70,15080,2,8,0,,0,,,,,,,,,0,,133.7,17,0
TRAIN_03983,COMPONENT3,4646,2020,1,1012,0,0,155,0,0,109,0.0,0,0,0,,,,,,,36,,0.0,,0,0,0,0,3,0,467,0,51,21040,0,13,0,,0,,,,,,,,,0,,132.1,16,0
TRAIN_03984,COMPONENT1,1186,2009,7,200,0,6,36,6,0,3076,0.0,0,9,48,19.0,9.0,0.0,15.0,26.0,10.8,95,0.0,0.0,19.0,0,14,2,1,8,0,980,7,13,4865,1,10,4,2.1,0,,,,,,,,,0,14.0,103.0,1243,0
TRAIN_03985,COMPONENT3,2101,2013,6,200,0,11,138,0,0,3110,0.0,0,1,0,,,,,,,48,,0.0,1.0,0,0,0,0,0,0,816,0,94,18660,5,0,0,,0,,,,,,,,,0,,127.8,15,0
TRAIN_03986,COMPONENT3,6660,2017,2,200,0,0,8,0,0,21,0.0,0,0,29,,,,,,,51,,0.0,1.0,0,6,2,1,2,0,997,0,39,4317,0,7,2,,0,,,,,,,,,0,,60.7,1094,1
TRAIN_03987,COMPONENT2,2753,2016,9,200,0,3,4,0,0,3387,0.0,0,0,24,,,,,,,14,,0.0,0.0,0,2,0,0,3,0,95,3,12,7929,0,5,0,,0,5.0,10.0,871.0,1411.0,2932.0,9683.0,85645.0,101626.0,0,,61.2,48,0
TRAIN_03988,COMPONENT2,3796,2016,31,200,0,3,149,0,0,3129,0.0,0,0,2,,,,,,,7,,0.0,2.0,0,0,0,0,0,0,370,0,25,5912,0,1,0,,0,0.0,0.0,24.0,36.0,72.0,356.0,6012.0,26601.0,0,,70.3,438,0
TRAIN_03989,COMPONENT4,3088,2008,4,375,0,10,0,1,0,4268,,0,0,321,,,,,,,16,,0.0,5.0,0,8,0,10,19,0,1010,2,18,4277,1,5,0,,0,,,,,,,,,0,,56.4,1071,0
TRAIN_03990,COMPONENT3,16215,2013,5,200,0,8,171,0,0,7,0.0,0,0,56,,,,,,,128,,0.0,1.0,0,0,1,0,1,2,451,0,43,16930,0,3,0,,0,,,,,,,,,0,,155.9,42,0
TRAIN_03991,COMPONENT2,9986,2008,7,200,0,0,4,0,0,71,,0,1,38,,,,,,,24,,0.0,5.0,0,2,0,0,0,0,251,1,18,5250,1,1,0,,0,0.0,0.0,1.0,16.0,23.0,,,,0,,35.2,300,0
TRAIN_03992,COMPONENT3,1686,2008,7,400,0,4,30,0,0,1478,0.0,0,2,3,,,,,,,217,,0.0,1.0,0,0,2,5,10,0,1889,0,219,28230,0,6,0,,0,,,,,,,,,0,,146.1,15,0
TRAIN_03993,COMPONENT2,3592,2020,5,718,0,1,4,0,0,64,0.0,0,0,4,,,,,,,10,,0.0,,0,9,0,0,0,0,481,1,10,4589,0,3,0,,0,0.0,0.0,2.0,14.0,17.0,56.0,7043.0,50408.0,0,,51.6,528,0
TRAIN_03994,COMPONENT3,2235,2013,9,200,0,10,121,0,0,3580,0.0,0,0,5,,,,,,,49,,0.0,0.0,0,0,0,0,2,0,1025,0,221,20780,0,2,0,,0,,,,,,,,,0,,131.7,6,0
TRAIN_03995,COMPONENT3,1529,2008,3,200,0,2,23,4,0,11,0.0,0,3,1,,,,,,,264,,0.0,1.0,0,0,1,6,15,0,990,0,109,15320,0,13,0,,0,,,,,,,,,0,,129.4,55,0
TRAIN_03996,COMPONENT1,3622,2014,7,200,0,2,2,0,0,11,0.0,0,0,4,10.0,6.0,0.0,10.0,18.0,8.0,15,0.0,0.0,1.0,0,9,0,0,2,0,935,0,16,4120,0,6,0,0.2,0,,,,,,,,,0,13.1,95.4,1106,1
TRAIN_03997,COMPONENT4,2057,2013,5,200,0,5,126,0,0,3039,0.0,0,0,4,,,,,,,14,,0.0,5.0,0,10,3,5,11,0,940,0,3,6775,0,3,0,,0,,,,,,,,,0,,71.9,1004,0
TRAIN_03998,COMPONENT3,1711,2010,2,200,0,0,6,0,0,545,0.0,0,0,3,,,,,,,51,,0.0,0.0,0,0,0,0,0,0,159,0,69,10350,0,11,0,,0,,,,,,,,,0,,163.2,39,0
TRAIN_03999,COMPONENT2,2445,2018,13,655,0,4,2,0,0,26,0.0,0,1,8,,,,,,,13,,0.0,0.0,0,1,0,0,0,0,293,0,12,2681,0,2,0,,0,0.0,0.0,1.0,38.0,45.0,226.0,8813.0,35687.0,0,,59.4,384,0
TRAIN_04000,COMPONENT1,1721,2008,2,200,0,117,4,1,0,24,,0,0,1,12.0,8.0,1.0,16.0,21.0,10.0,25,0.0,0.0,10.0,0,14,1,223,2,0,1103,2,5,4780,3,12,1,0.4,0,,,,,,,,,0,14.4,117.6,1301,1
TRAIN_04001,COMPONENT2,4466,2016,3,200,0,23,4,0,0,29,0.0,0,0,6,,,,,,,7,,0.0,1.0,0,0,0,2,1,0,272,0,17,3948,0,2,0,,0,0.0,0.0,3.0,4.0,8.0,67.0,1659.0,5322.0,0,,54.1,373,0
TRAIN_04002,COMPONENT3,1574,2012,12,200,0,5,3,2,0,11,0.0,0,0,0,,,,,,,60,,0.0,1.0,2,0,0,0,4,0,1071,0,365,21440,0,3,0,,0,,,,,,,,,0,,124.3,18,0
TRAIN_04003,COMPONENT3,1704,2012,7,200,0,1,9,0,0,54,0.0,0,3,0,,,,,,,119,,0.0,0.0,0,3,2,27,2,0,2319,0,161,28140,0,3,0,,0,,,,,,,,,0,,142.8,175,0
TRAIN_04004,COMPONENT2,4880,2014,8,200,0,3,0,0,0,2272,0.0,0,0,7,,,,,,,1,,0.0,0.0,0,0,0,0,2,0,385,0,9,1377,0,0,0,,0,0.0,0.0,1.0,9.0,18.0,37.0,705.0,4894.0,0,,46.3,558,0
TRAIN_04005,COMPONENT1,1784,2008,7,984,0,3,4,7,0,28,0.0,0,1,11,20.0,10.0,0.0,13.0,24.0,11.2,36,0.0,0.0,14.0,0,25,0,4,3,0,1217,3,6,7611,0,10,0,1.4,0,,,,,,,,,0,13.9,111.6,1491,0
TRAIN_04006,COMPONENT4,1757,2008,10,550,0,1,4,1,0,148,0.0,0,0,328,,,,,,,15,,0.0,2.0,0,232,0,112,7,0,956,0,10,4943,0,7,0,,0,,,,,,,,,0,,74.2,1086,0
TRAIN_04007,COMPONENT3,1326,2014,5,200,0,1,1,5,0,25,0.0,0,2,6,,,,,,,78,,0.0,0.0,0,1,2,0,1,0,619,0,90,19580,0,2,0,,0,,,,,,,,,0,,171.9,34,0
TRAIN_04008,COMPONENT3,1732,2015,4,200,0,0,11,0,0,251,0.0,0,0,23,,,,,,,73,,0.0,3.0,0,7,4,3,3,0,948,0,395,3570,0,7,0,,0,,,,,,,,,0,,61.9,1129,0
TRAIN_04009,COMPONENT1,3437,2014,5,200,0,6,3,0,0,2384,0.0,0,4,0,13.0,8.0,0.0,17.0,22.0,9.4,16,0.0,0.0,3.0,0,14,0,272,5,0,1231,0,11,5014,0,5,0,0.8,0,,,,,,,,,0,14.7,122.5,1409,0
TRAIN_04010,COMPONENT3,1739,2016,23,375,0,3,400,0,0,3483,0.0,0,1,54,,,,,,,113,,0.0,2.0,0,0,2,0,3,2,485,0,36,19350,0,2,0,,0,,,,,,,,,0,,131.4,35,0
TRAIN_04011,COMPONENT3,1321,2016,22,521,0,2,2,4,0,26,0.0,0,2,0,,,,,,,86,,0.0,0.0,0,0,2,0,4,0,328,0,2614,4570,0,6,0,,0,,,,,,,,,0,,133.1,24,0
TRAIN_04012,COMPONENT3,4844,2021,3,1014,0,0,2,0,0,57,0.0,0,0,0,,,,,,,91,,0.0,,0,0,0,1,0,0,312,0,77,17160,6,16,0,,0,,,,,,,,,0,,131.4,19,0
TRAIN_04013,COMPONENT1,1491,2008,3,200,0,8,3,0,0,2953,0.0,0,12,7,15.0,9.0,1.0,15.0,23.0,10.4,59,0.0,0.0,6.0,0,366,1,109,2,0,1087,5,9,6343,0,19,0,1.1,0,,,,,,,,,0,14.9,109.2,1342,0
TRAIN_04014,COMPONENT3,1394,2012,3,200,0,56,48,2,0,2606,0.0,0,0,1,,,,,,,45,,0.0,0.0,0,1,0,4,3,0,2522,0,26,32140,0,0,0,,0,,,,,,,,,0,,139.5,20,1
TRAIN_04015,COMPONENT3,2577,2015,7,200,0,4,131,0,0,3225,0.0,0,0,3,,,,,,,48,,0.0,0.0,0,0,0,0,0,0,485,0,24,27200,0,2,0,,0,,,,,,,,,0,,151.7,18,0
TRAIN_04016,COMPONENT3,2939,2012,8,200,0,12,207,0,0,2701,0.0,0,13,1,,,,,,,326,,0.0,3.0,0,28,4,0,6,3,269,1,305,18920,0,132,0,,2,,,,,,,,,0,,131.6,27,0
TRAIN_04017,COMPONENT1,3107,2014,5,200,0,4,150,0,0,3306,0.0,0,2,10,14.0,9.0,0.0,17.0,22.0,10.4,21,0.0,0.0,3.0,0,13,0,216,3,0,1097,1,10,4787,0,6,0,0.4,0,,,,,,,,,0,13.8,111.0,1298,0
TRAIN_04018,COMPONENT3,5580,2019,4,230,0,2,6,0,0,15,0.0,0,5,0,,,,,,,184,,0.0,1.0,0,1,4,0,2,0,277,0,824,16820,0,5,0,,0,,,,,,,,,0,,134.7,14,0
TRAIN_04019,COMPONENT1,1674,2008,2,375,0,5,131,1,0,2703,,0,1,1,10.0,6.0,0.0,13.0,21.0,10.0,10,0.0,0.0,2.0,0,7,0,3,2,0,939,2,6,10418,1,5,1,0.3,0,,,,,,,,,0,12.5,90.6,1086,0
TRAIN_04020,COMPONENT3,4897,2008,4,200,0,8,164,1,0,3537,0.0,0,0,2,,,,,,,56,,0.0,,0,21,1,0,0,0,275,1,140,21976,3,3,0,,0,,,,,,,,,0,,158.3,19,0
TRAIN_04021,COMPONENT3,2117,2015,12,1317,0,2,20,0,0,134,0.0,0,0,0,,,,,,,37,,0.0,2.0,0,1,0,0,0,0,936,0,67,19700,0,2,0,,0,,,,,,,,,0,,134.9,16,0
TRAIN_04022,COMPONENT2,2591,2014,7,200,0,3,30,2,0,275,0.0,0,0,9,,,,,,,20,,0.0,2.0,0,2,0,0,0,0,429,0,19,1030,0,3,0,,0,0.0,0.0,0.0,63.0,86.0,315.0,4065.0,17016.0,0,,44.2,676,0
TRAIN_04023,COMPONENT1,1477,2007,3,200,0,6,0,2,0,11,0.0,0,2,0,14.0,8.0,0.0,12.0,20.0,8.2,7,0.0,0.0,3.0,0,24,0,24,1,0,1111,2,3,6776,0,4,0,0.1,0,,,,,,,,,0,13.1,105.7,1244,0
TRAIN_04024,COMPONENT1,1794,2011,7,994,0,1,17,0,0,126,0.0,0,1,4,17.0,10.0,1.0,17.0,24.0,8.9,24,0.0,0.0,5.0,0,13,0,238,2,0,1093,1,1,5707,0,13,1,1.1,0,,,,,,,,,0,14.5,113.9,1366,0
TRAIN_04025,COMPONENT1,1675,2011,5,200,0,4,3,0,0,2725,0.0,0,3,19,11.0,5.0,0.0,10.0,17.0,9.0,41,0.0,0.0,4.0,0,14,2,4,7,0,953,11,38,4122,0,11,19,0.5,0,,,,,,,,,0,13.5,100.7,1164,0
TRAIN_04026,COMPONENT3,4033,2012,27,200,0,1,1,0,0,11,0.0,0,0,0,,,,,,,16,,0.0,0.0,0,3,0,0,0,0,357,0,35,17500,2,1,0,,0,,,,,,,,,0,,145.6,20,0
TRAIN_04027,COMPONENT3,2383,2017,10,533,0,1,42,0,0,115,0.0,0,0,0,,,,,,,40,,0.0,7.0,0,0,0,8,1,0,968,0,188,22570,0,0,0,,0,,,,,,,,,0,,135.0,18,0
TRAIN_04028,COMPONENT2,4697,2012,3,200,0,4,343,0,0,2902,,0,2,308,,,,,,,86,,0.0,2.0,0,2,1,0,3,0,492,5,46,1826,1,5,0,,0,1.0,3.0,3.0,22.0,23.0,,,,0,,38.9,648,0
TRAIN_04029,COMPONENT3,1690,2019,9,365,0,2,409,0,0,3442,0.0,0,6,3,,,,,,,782,,0.3,4.0,0,6,6,3,0,3,937,0,1435,20900,0,146,0,,2,,,,,,,,,0,,92.6,38,0
TRAIN_04030,COMPONENT2,2521,2013,5,200,0,469,125,6,0,38,0.0,0,0,41,,,,,,,5,,0.0,0.0,0,0,0,0,0,0,320,3,7,4061,1,0,0,,0,0.0,0.0,0.0,2.0,4.0,33.0,723.0,4804.0,0,,57.8,441,1
TRAIN_04031,COMPONENT1,1689,2010,2,200,0,0,22,0,0,160,0.0,0,0,1,14.0,6.0,0.0,11.0,18.0,10.1,13,0.0,0.0,2.0,0,395,0,155,0,0,751,2,9,3190,0,7,0,0.2,0,,,,,,,,,0,14.9,123.9,920,0
TRAIN_04032,COMPONENT2,1718,2015,6,375,0,3,6,0,0,2403,0.0,0,0,11,,,,,,,14,,0.0,3.0,0,3,0,0,0,0,412,0,15,1039,0,18,0,,0,0.0,0.0,17.0,38.0,90.0,359.0,2932.0,15231.0,0,,46.4,634,0
TRAIN_04033,COMPONENT1,1709,2016,17,375,0,3,390,0,0,3538,0.0,0,0,0,13.0,8.0,1.0,12.0,19.0,7.6,39,0.0,0.0,0.0,0,294,0,0,7,0,1184,0,7,5270,0,11,0,0.8,0,,,,,,,,,0,14.6,105.0,1464,0
TRAIN_04034,COMPONENT3,7250,2015,7,200,0,0,0,0,0,43,0.0,0,0,1,,,,,,,28,,0.0,,0,1,0,0,3,0,259,0,57,18440,0,24,2,,0,,,,,,,,,0,,127.1,9,0
TRAIN_04035,COMPONENT3,1707,2011,8,200,0,14,0,2,0,16,0.0,0,0,4,,,,,,,11,,0.0,0.0,0,3,0,0,8,0,614,0,11,14640,0,0,0,,0,,,,,,,,,0,,248.3,259,0
TRAIN_04036,COMPONENT3,1454,2015,14,200,0,2,105,2,0,3262,0.0,0,6,7,,,,,,,514,,0.0,1.0,0,5,5,4,6,0,1836,0,946,28700,0,7,0,,0,,,,,,,,,0,,153.3,175,0
TRAIN_04037,COMPONENT3,7951,2007,4,200,0,6,4,1,0,2736,0.0,0,4,9,,,,,,,368,,0.0,,0,22,5,7,0,0,1208,1,782,9086,2,20,1,,0,,,,,,,,,0,,53.5,1352,0
TRAIN_04038,COMPONENT3,1303,2011,5,200,0,0,24,0,0,186,0.0,0,0,7,,,,,,,42,,0.0,1.0,0,2,0,0,1,0,988,0,61,19090,0,0,0,,0,,,,,,,,,0,,125.3,7,0
TRAIN_04039,COMPONENT3,1865,2021,1,406,0,25,1,0,0,6,0.0,0,14,3,,,,,,,809,,0.0,,0,5,6,1,4,1,338,0,676,23360,0,262,2,,5,,,,,,,,,0,,124.6,26,0
TRAIN_04040,COMPONENT1,3497,2018,3,200,0,3,0,0,0,3399,,0,1,1,10.0,6.0,1.0,8.0,16.0,5.4,11,0.0,0.0,10.0,0,285,0,1,0,0,595,1,18,6341,1,4,1,0.8,0,,,,,,,,,0,14.2,105.3,683,0
TRAIN_04041,COMPONENT3,1385,2009,2,200,0,1,1,1,0,21,0.0,0,2,14,,,,,,,178,,0.0,,0,2,2,1,0,1,357,0,23,19585,0,3,0,,0,,,,,,,,,0,,143.2,40,0
TRAIN_04042,COMPONENT1,2698,2014,5,200,0,1,418,0,0,3198,0.0,0,2,5,17.0,7.0,1.0,12.0,22.0,7.6,26,0.0,0.0,2.0,0,8,1,37,2,0,1031,3,18,10830,0,23,2,1.4,0,,,,,,,,,1,14.4,102.2,1151,0
TRAIN_04043,COMPONENT3,3286,2012,8,200,0,2,4,1,0,2400,0.0,0,0,6,,,,,,,120,,0.0,2.0,0,6,2,3,2,0,1084,0,130,8933,1,9,0,,0,,,,,,,,,0,,58.0,1252,0
TRAIN_04044,COMPONENT3,2202,2009,5,1402,0,2,10,0,0,121,0.0,0,9,13,,,,,,,1029,,0.0,2.0,0,7,21,15,7,2,1143,3,1423,8815,0,37,0,,0,,,,,,,,,0,,69.9,1384,0
TRAIN_04045,COMPONENT2,1212,2008,4,200,0,5,3,5,0,2447,0.0,0,0,171,,,,,,,12,,0.0,0.0,0,1,0,0,0,0,421,2,185,1854,0,1,2,,0,4.0,8.0,45.0,417.0,609.0,1346.0,12549.0,19323.0,0,,46.2,630,0
TRAIN_04046,COMPONENT4,3200,2021,2,874,0,3,0,0,0,56,0.0,0,0,3,,,,,,,20,,0.0,0.0,0,180,0,9,12,0,975,0,11,4289,0,4,0,,0,,,,,,,,,0,,64.7,1111,0
TRAIN_04047,COMPONENT3,1956,2021,3,649,0,1,111,0,0,3146,0.0,0,16,3,,,,,,,577,,0.0,,0,4,5,3,3,0,276,0,970,13500,0,40,0,,0,,,,,,,,,0,,141.8,56,0
TRAIN_04048,COMPONENT1,3814,2017,5,3000,0,2,1,0,0,3203,0.0,0,0,2,11.0,5.0,0.0,9.0,17.0,8.5,9,0.0,0.0,2.0,0,9,0,0,3,0,958,1,5,4420,0,6,0,0.2,0,,,,,,,,,0,12.9,94.7,1100,0
TRAIN_04049,COMPONENT1,9672,2015,5,200,0,3,7,0,0,383,0.0,0,0,0,13.0,7.0,0.0,16.0,21.0,9.5,9,0.0,0.0,0.0,0,14,0,213,2,0,1002,0,10,4390,0,3,0,0.5,0,,,,,,,,,0,13.9,111.6,1165,0
TRAIN_04050,COMPONENT3,1270,2012,29,470,0,3,12,3,0,2350,0.0,0,0,1,,,,,,,9,,0.0,1.0,0,1,0,0,3,0,1306,0,7,21240,0,2,0,,0,,,,,,,,,0,,126.2,80,0
TRAIN_04051,COMPONENT1,1719,2018,2,200,0,3,121,3,0,3390,,0,2,3,14.0,8.0,0.0,15.0,26.0,9.4,29,0.0,0.0,12.0,1,16,1,0,4,1,1128,7,13,11556,2,9,2,0.0,0,,,,,,,,,1,,104.6,1305,0
